date,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20241202,+287000,+289000,-279000,-280500,-2000,-0.71,303499,85724,0.89,--29922,+20948,+65068,--7182,+11435,+28.49,+28.49,+28.49,+65068,+20948,--29922,0.89
20241203,+283000,+284000,-275000,-275500,-5000,-1.78,548888,152066,0.90,+173043,--146716,--24732,--6389,--21994,+28.46,+28.46,+28.46,--24732,--146716,+173043,0.90
20241204,-270000,-274000,-267000,-273000,-2500,-0.91,544889,147529,0.89,--50706,--70013,+119323,+91363,+123987,+28.60,+28.60,+28.60,+119323,--70013,--50706,0.89
20241205,+273500,+274500,-265000,-266500,-6500,-2.38,402025,107965,0.93,+50286,--66297,+14377,+54321,+2620,+28.61,+28.61,+28.61,+14377,--66297,+50286,0.93
20241206,266500,+270500,-257000,-265500,-1000,-0.38,467577,123462,0.90,--63364,+18313,+38454,+33030,+73484,+28.65,+28.65,+28.65,+38454,+18313,--63364,0.90
20241209,-258500,-261000,-252000,-253500,-12000,-4.52,567811,145493,0.90,--51703,+31141,+21863,+33837,+46179,+28.68,+28.68,+28.68,+21863,+31141,--51703,0.90
20241210,+256000,+271000,+256000,+271000,+17500,+6.90,570207,151884,0.89,--165124,+102649,+62101,+42422,+59593,+28.75,+28.75,+28.75,+62101,+102649,--165124,0.89
20241211,271000,+273500,-268500,+272500,+1500,+0.55,315948,85676,0.88,--8090,+33289,--25243,+5569,--13544,+28.72,+28.72,+28.72,--25243,+33289,--8090,0.88
20241212,+274000,+278500,-268500,+274500,+2000,+0.73,679478,185862,0.86,+2412,+223533,--225389,--158817,+59848,+28.45,+28.45,+28.45,--225389,+223533,+2412,0.86
20241213,274500,+276000,-270000,-271000,-3500,-1.28,483308,131435,0.86,+76524,--7790,--75901,--84846,--83631,+28.35,+28.35,+28.35,--75901,--7790,+76524,0.86
