date,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20241202,+137300,+142100,+135600,+137500,+2300,+1.70,490295,68002,1.04,--104886,+33721,+56834,+72538,+16736,+11.10,+11.10,+11.10,+56834,+33721,--104886,1.04
20241203,+137700,+139800,-135000,+138000,+500,+0.36,400960,55169,1.08,--30199,--30183,+52735,+61241,+40805,+11.15,+11.15,+11.15,+52735,--30183,--30199,1.08
20241204,-134000,-137500,-131200,-134100,-3900,-2.83,590011,78926,1.05,--25070,+16808,--83132,+6105,+3459,+11.07,+11.07,+11.07,--83132,+16808,--25070,1.05
20241205,+135000,+135900,-128800,-128900,-5200,-3.88,368463,48569,1.04,+29276,--19355,--61789,+16287,--30088,+11.00,+11.00,+11.00,--61789,--19355,+29276,1.04
20241206,-128800,+132000,-125000,+129400,+500,+0.39,504716,65087,1.04,--121667,+68401,+29703,+15415,+96276,+11.03,+11.03,+11.03,+29703,+68401,--121667,1.04
20241209,-127700,+131700,-126000,-128800,-600,-0.46,605939,78230,1.04,--219031,+89010,+132766,+121252,+107065,+11.16,+11.16,+11.16,+132766,+89010,--219031,1.04
20241210,+131400,+133700,+129300,+131000,+2200,+1.71,474551,62431,1.02,+67867,--19829,+8492,+17638,--39626,+11.17,+11.17,+11.17,+8492,--19829,+67867,1.02
20241211,131000,+137200,-129800,+131200,+200,+0.15,566257,75300,1.00,+41040,--32241,+28749,+26158,--44259,+11.20,+11.20,+11.20,+28749,--32241,+41040,1.00
20241212,+133400,+136900,-128800,+134900,+3700,+2.82,823795,109660,1.01,--23527,+61058,--95448,--10753,--109819,+11.10,+11.10,+11.10,--95448,+61058,--23527,1.01
20241213,-134200,+135000,-131000,-131000,-3900,-2.89,488351,64637,1.02,+155935,--136959,--29842,--394,--77808,+11.07,+11.07,+11.07,--29842,--136959,+155935,1.02
20241216,+132000,+133100,-128200,-128200,-2800,-2.14,469683,60957,1.02,+107386,--128718,+41772,+7932,--56232,+11.11,+11.11,+11.11,+41772,--128718,+107386,1.02
