date,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20241202,+9070,+9175,+9030,+9120,+120,+1.33,326541,2978,0.02,--52630,+57585,+8658,0,0,+0.04,+0.04,+0.04,+8658,+57585,--52630,0.02
20241203,+9210,+9460,+9210,+9430,+310,+3.40,800830,7501,0.03,--107617,+94121,+9992,0,0,+0.07,+0.07,+0.07,+9992,+94121,--107617,0.03
20241204,-9240,-9275,-8950,-9060,-370,-3.92,1197717,10865,0.02,+118590,--111826,--3650,--1134,0,+0.06,+0.06,+0.06,--3650,--111826,+118590,0.02
20241205,-8925,-8925,-8525,-8555,-505,-5.57,1681300,14500,0.01,+343977,--391660,+47028,--14383,0,+0.18,+0.18,+0.18,+47028,--391660,+343977,0.01
20241206,+8585,+8790,-8525,+8690,+135,+1.58,1459288,12646,0.03,--17865,--102107,+122503,--17692,0,+0.51,+0.51,+0.51,+122503,--102107,--17865,0.03
20241209,-8470,-8580,-8345,-8350,-340,-3.91,1070064,9002,0.10,+54440,+26148,--79030,0,0,+0.30,+0.30,+0.30,--79030,+26148,+54440,0.10
20241210,+8410,+8480,+8385,+8395,+45,+0.54,1007277,8476,0.08,+109738,--55765,--54065,--13459,0,+0.15,+0.15,+0.15,--54065,--55765,+109738,0.08
20241211,8395,+8610,8395,+8560,+165,+1.97,621256,5301,0.11,+55703,--51546,--4159,0,0,+0.14,+0.14,+0.14,--4159,--51546,+55703,0.11
20241212,+8605,+8725,+8565,+8620,+60,+0.70,607400,5247,0.10,+11086,--54587,+43741,0,0,+0.26,+0.26,+0.26,+43741,--54587,+11086,0.10
20241213,-8595,+8640,-8560,-8600,-20,-0.23,408381,3512,0.10,+10155,+37605,--47749,0,0,+0.13,+0.13,+0.13,--47749,+37605,+10155,0.10
20241216,+8625,+8695,-8470,-8490,-110,-1.28,953280,8141,0.10,+58725,--73325,+13968,--7222,0,+0.17,+0.17,+0.17,+13968,--73325,+58725,0.10
20241217,-8445,+8520,-8305,-8345,-145,-1.71,437879,3684,0.05,+66675,--53474,--14370,--13689,0,+0.13,+0.13,+0.13,--14370,--53474,+66675,0.05
20241218,+8360,+8580,+8360,+8575,+230,+2.76,351581,2991,0.06,--35203,+29164,+6561,--10962,0,+0.14,+0.14,+0.14,+6561,+29164,--35203,0.06
20241219,-8335,-8470,-8325,-8410,-165,-1.92,412269,3473,0.07,+8786,--6884,--2081,--27401,0,+0.14,+0.14,+0.14,--2081,--6884,+8786,0.07
20241220,-8360,-8395,-8240,-8295,-115,-1.37,355232,2941,0.06,+35911,--37994,--801,--359,0,+0.14,+0.14,+0.14,--801,--37994,+35911,0.06
20241223,8295,+8460,-8290,+8440,+145,+1.75,369998,3104,0.06,+21705,--34039,+12276,--4353,0,+0.17,+0.17,+0.17,+12276,--34039,+21705,0.06
20241224,8440,+8460,-8375,-8430,-10,-0.12,176209,1482,0.07,+27849,--13342,+4508864,--122,0,+11.87,+11.87,+11.87,+4508864,--13342,+27849,0.07
20241226,+8450,+8450,-8315,-8350,-80,-0.95,207273,1732,0.06,+9977,+6413,--17921,--713,0,+11.80,+11.80,+11.80,--17921,+6413,+9977,0.06
20241227,-8245,-8280,-8190,-8250,-70,-0.84,426959,3516,0.06,--9300,+2098,+5270,--9874,0,+11.70,+11.70,+11.70,+5270,+2098,--9300,0.06
20241230,-8245,+8325,-8130,-8130,-120,-1.45,207868,1711,0.02,+31123,--14888,--15592,--3302,0,+11.66,+11.66,+11.66,--15592,--14888,+31123,0.02
20250102,+8135,+8265,-8110,8130,0,0.00,338182,2770,0.02,+39018,--33972,--5115,--5000,0,+11.64,+11.64,+11.64,--5115,--33972,+39018,0.02
20250103,+8155,+8280,+8150,+8165,+35,+0.43,382814,3148,0.01,+26616,--32102,+4692,0,0,+11.79,+11.79,+11.79,+4692,--32102,+26616,0.01
20250106,+8185,+8270,-8140,+8260,+95,+1.16,408127,3352,0.01,--2515,--1633,+5179,0,0,+11.81,+11.81,+11.81,+5179,--1633,--2515,0.01
20250107,+8290,+8350,-8255,+8270,+10,+0.12,245747,2040,0.01,+18979,--12576,--6260,0,0,+11.79,+11.79,+11.79,--6260,--12576,+18979,0.01
20250108,-8235,+8350,-8225,+8280,+10,+0.12,280703,2328,0.01,--1191,+672,+421,--2928,0,+11.79,+11.79,+11.79,+421,+672,--1191,0.01
20250109,-8245,+8390,-8240,+8350,+70,+0.85,319396,2666,0.02,+48737,--44875,--4914,--5294,0,+11.78,+11.78,+11.78,--4914,--44875,+48737,0.02
20250110,-8305,+8425,-8275,+8395,+45,+0.54,294716,2463,0.01,+5209,--10182,+5253,--5,0,+11.78,+11.78,+11.78,+5253,--10182,+5209,0.01
20250113,-8365,+8500,-8360,+8425,+30,+0.36,301728,2542,0.01,--35750,+47667,--10720,--751,0,+11.73,+11.73,+11.73,--10720,+47667,--35750,0.01
20250114,+8470,+8470,-8355,-8415,-10,-0.12,264067,2219,0.01,+49904,--43693,--6243,--6198,0,+11.76,+11.76,+11.76,--6243,--43693,+49904,0.01
20250115,+8425,+8570,8415,+8485,+70,+0.83,429421,3645,0.01,+15555,--7596,--4528424,0,0,0.00,0.00,0.00,--4528424,--7596,+15555,0.01
20250116,+8575,+8575,-8470,+8495,+10,+0.12,307753,2620,0.01,--21163,+20320,0,0,0,0.00,0.00,0.00,0,+20320,--21163,0.01
