date,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20241202,+77000,+78700,-75000,-75600,-500,-0.66,817051,62437,1.22,--121207,+18036,+126639,+73841,+109356,+20.13,+20.13,+20.13,+126639,+18036,--121207,1.22
20241203,+76300,+76800,-73200,-73800,-1800,-2.38,990626,73799,1.21,--41482,--40802,+59388,+84095,+53741,+20.17,+20.17,+20.17,+59388,--40802,--41482,1.21
20241204,-72400,-73700,-71000,-71300,-2500,-3.39,1061668,76394,1.19,--122510,+3520,--102171,+70257,+127437,+20.09,+20.09,+20.09,--102171,+3520,--122510,1.19
20241205,+72000,+72500,-69400,-69700,-1600,-2.24,710617,50356,1.20,--6957,--24741,+22687,+61055,--772,+20.10,+20.10,+20.10,+22687,--24741,--6957,1.20
20241206,+70300,+71800,-68400,+70800,+1100,+1.58,1113643,78404,1.18,--206044,+140699,--102759,+16574,+176453,+20.02,+20.02,+20.02,--102759,+140699,--206044,1.18
20241209,-70000,+72900,-69000,-70100,-700,-0.99,1273948,90460,1.17,--213281,+106282,+100374,+122690,+68640,+20.10,+20.10,+20.10,+100374,+106282,--213281,1.17
20241210,+72200,+72600,+71000,+71600,+1500,+2.14,804575,57623,1.18,+40063,+45046,--58721,+14172,--51300,+20.05,+20.05,+20.05,--58721,+45046,+40063,1.18
20241211,71600,+73700,-70600,-71100,-500,-0.70,798344,57511,1.17,+110851,--60499,--84343,+32646,--109125,+19.99,+19.99,+19.99,--84343,--60499,+110851,1.17
20241212,+72300,+72500,-70000,+71400,+300,+0.42,1169282,83377,1.21,+75513,--118176,--264814,+71262,--169077,+19.79,+19.79,+19.79,--264814,--118176,+75513,1.21
20241213,-71300,+72600,-70800,+72200,+800,+1.12,750372,53853,1.22,--68168,+7534,+64253,+50443,+20727,+19.83,+19.83,+19.83,+64253,+7534,--68168,1.22
20241216,+72800,+73100,-70800,-71600,-600,-0.83,693342,49605,1.26,+104270,--57185,--46948,+47750,--66966,+19.80,+19.80,+19.80,--46948,--57185,+104270,1.26
20241217,+71800,+71800,-66500,-67100,-4500,-6.28,1333523,90827,1.23,+175319,--42474,--134016,--35084,--135840,+19.69,+19.69,+19.69,--134016,--42474,+175319,1.23
20241218,+67700,+68300,+67200,+67700,+600,+0.89,695833,47222,1.26,--119860,+32501,+90584,+35434,+129492,+19.76,+19.76,+19.76,+90584,+32501,--119860,1.26
20241219,-66000,+68000,-65900,-66400,-1300,-1.92,635333,42389,1.24,+5123,--40560,+34178,+27849,+17421,+19.78,+19.78,+19.78,+34178,--40560,+5123,1.24
20241220,+66600,+67200,-63100,-63700,-2700,-4.07,855774,55399,1.23,+13313,--9033,+8637,+24570,+20730,+19.78,+19.78,+19.78,+8637,--9033,+13313,1.23
20241223,+64100,+64500,-61000,-63100,-600,-0.94,991972,62270,1.24,--103316,+43194,+64295,+7964,+81822,+19.83,+19.83,+19.83,+64295,+43194,--103316,1.24
20241224,+63400,+64500,-61400,-61500,-1600,-2.54,862807,54204,1.23,+98518,--26251,+31638,+1382,--81638,+19.85,+19.85,+19.85,+31638,--26251,+98518,1.23
20241226,+62100,+62300,-58700,-58700,-2800,-4.55,1253061,74789,1.22,--125068,+27617,+79442,+40726,+107017,+19.91,+19.91,+19.91,+79442,+27617,--125068,1.22
20241227,58700,+59600,-56400,-57000,-1700,-2.90,1384361,79705,1.25,--97721,--66709,+152999,+113634,+111780,+20.03,+20.03,+20.03,+152999,--66709,--97721,1.25
20241230,57000,+59400,-56700,+57500,+500,+0.88,896501,52136,1.26,--85805,--40376,+91852,+73694,+89299,+20.10,+20.10,+20.10,+91852,--40376,--85805,1.26
20250102,+57600,+57700,-55100,-55200,-2300,-4.00,917528,51269,1.28,+64779,--19999,+52064,--22346,--63835,+20.14,+20.14,+20.14,+52064,--19999,+64779,1.28
