date,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20241202,+20940,+21055,+20940,+21010,+130,+0.62,5108410,107354,0.00,+600939,--581482,--38166,0,0,+0.14,+0.14,+0.14,--38166,--581482,+600939,0.00
20241203,+21135,+21145,+21080,+21125,+115,+0.55,4757371,100496,0.01,+778846,--771353,--40966,0,0,+0.12,+0.12,+0.12,--40966,--771353,+778846,0.01
20241204,+21300,+21345,+21195,+21260,+135,+0.64,4301133,91572,0.00,+759881,--890394,+88610,0,0,+0.15,+0.15,+0.15,+88610,--890394,+759881,0.00
20241205,+21370,+21445,+21370,+21430,+170,+0.80,3139271,67236,0.00,+1078844,--1145037,+41473,0,0,+0.17,+0.17,+0.17,+41473,--1145037,+1078844,0.00
20241206,-21410,+21595,-21375,+21455,+25,+0.12,3864133,82900,0.00,+947416,--986229,+28281,0,0,+0.17,+0.17,+0.17,+28281,--986229,+947416,0.00
20241209,+21635,+21805,+21615,+21780,+325,+1.51,4334760,94118,0.00,+1333252,--1401238,--5991,0,0,+0.10,+0.10,+0.10,--5991,--1401238,+1333252,0.00
20241210,-21585,-21585,-21480,-21500,-280,-1.29,4915296,105777,0.00,+1621582,--1723576,+62217,0,0,+0.05,+0.05,+0.05,+62217,--1723576,+1621582,0.00
20241211,+21600,+21605,-21490,+21550,+50,+0.23,2958743,63697,0.00,+678038,--732490,+34869,0,0,+0.06,+0.06,+0.06,+34869,--732490,+678038,0.00
20241212,+21645,+21710,+21610,+21675,+125,+0.58,3901925,84520,0.00,+777203,--935155,+137130,0,0,+0.09,+0.09,+0.09,+137130,--935155,+777203,0.00
20241213,-21670,-21670,-21575,-21625,-50,-0.23,4230624,91434,0.00,+851243,--1002382,+137205,0,0,+0.14,+0.14,+0.14,+137205,--1002382,+851243,0.00
20241216,-21595,+21690,-21515,+21630,+5,+0.02,3877726,83839,0.00,+644771,--642092,--2579,0,0,+0.12,+0.12,+0.12,--2579,--642092,+644771,0.00
20241217,+21700,+21735,+21670,+21720,+90,+0.42,2934422,63683,0.00,+403979,--421087,+4436,0,0,+0.10,+0.10,+0.10,+4436,--421087,+403979,0.00
20241218,-21680,-21680,-21635,-21660,-60,-0.28,2801292,60651,0.00,+627148,--673384,--823,0,0,+0.07,+0.07,+0.07,--823,--673384,+627148,0.00
20241219,-21235,-21240,-21185,-21235,-425,-1.96,5344016,113327,0.00,+1466319,--1412276,--74999,0,0,+0.01,+0.01,+0.01,--74999,--1412276,+1466319,0.00
20241220,-21175,-21205,-21065,-21155,-80,-0.38,4861706,102704,0.00,+704444,--802870,+107190,0,0,+0.05,+0.05,+0.05,+107190,--802870,+704444,0.00
20241223,+21420,+21565,+21420,+21565,+410,+1.94,4120414,88529,0.00,+400445,--337207,--65717,0,0,+0.04,+0.04,+0.04,--65717,--337207,+400445,0.00
20241224,+21590,+21670,+21580,+21665,+100,+0.46,3032899,65539,0.01,+604133,--855817,+62710,0,0,+0.07,+0.07,+0.07,+62710,--855817,+604133,0.01
20241226,+21925,+22055,+21910,+22055,+390,+1.80,3773676,82985,0.00,+55724,--42201,--17764,0,0,+0.07,+0.07,+0.07,--17764,--42201,+55724,0.00
20241227,22055,+22330,-22015,-22015,-40,-0.18,4352551,96390,0.00,+627598,--837036,+174784,0,0,+0.09,+0.09,+0.09,+174784,--837036,+627598,0.00
20241230,-21925,-21925,-21765,-21905,-110,-0.50,3780987,82614,0.00,+937433,--887712,--74722,0,0,+0.05,+0.05,+0.05,--74722,--887712,+937433,0.00
20250102,-21645,-21645,-21560,-21610,-295,-1.35,7109808,153505,0.00,+2114933,--1936482,--118541,0,0,0.00,0.00,0.00,--118541,--1936482,+2114933,0.00
20250103,-21510,-21515,-21450,-21515,-95,-0.44,4866859,104551,0.00,+1295282,--1495800,+378909,0,0,+0.11,+0.11,+0.11,+378909,--1495800,+1295282,0.00
20250106,+21750,+21830,+21710,+21765,+250,+1.16,3482869,75818,0.00,+867201,--527211,--343016,0,0,+0.01,+0.01,+0.01,--343016,--527211,+867201,0.00
20250107,+21795,+21820,-21565,-21610,-155,-0.71,6728337,145748,0.00,+1215844,--1174609,--61706,0,0,+0.07,+0.07,+0.07,--61706,--1174609,+1215844,0.00
20250108,-21475,-21490,-21375,-21480,-130,-0.60,4400738,94354,0.00,+903983,--794934,--110398,0,0,+0.11,+0.11,+0.11,--110398,--794934,+903983,0.00
20250109,-21470,+21520,-21400,+21500,+20,+0.09,3784200,81138,0.00,+308622,--221756,--74673,0,0,+0.04,+0.04,+0.04,--74673,--221756,+308622,0.00
20250110,-21450,+21535,-21360,+21530,+30,+0.14,3422167,73309,0.01,+424031,--889323,+463766,0,0,+0.18,+0.18,+0.18,+463766,--889323,+424031,0.01
20250113,-21385,-21400,-21230,-21275,-255,-1.18,6419453,136720,0.00,+659093,--605220,--39434,0,0,+0.16,+0.16,+0.16,--39434,--605220,+659093,0.00
20250114,+21360,+21380,21275,+21360,+85,+0.40,5504433,117445,0.00,+367888,--122801,--254495,0,0,+0.09,+0.09,+0.09,--254495,--122801,+367888,0.00
20250115,-21310,-21310,-21240,-21275,-85,-0.40,3396414,72231,0.00,+445189,--514435,+132753,0,0,+0.13,+0.13,+0.13,+132753,--514435,+445189,0.00
20250116,+21610,+21625,+21505,+21615,+340,+1.60,4615763,99594,0.00,+199972,--60708,--148153,0,0,+0.13,+0.13,+0.13,--148153,--60708,+199972,0.00
20250117,-21575,-21600,-21495,-21600,-15,-0.07,3938670,84905,0.00,+486366,--677829,+181239,0,0,+0.11,+0.11,+0.11,+181239,--677829,+486366,0.00
20250120,+21780,+21800,+21630,+21700,+100,+0.46,3397968,73760,0.00,+561234,--224350,--342225,0,0,+0.05,+0.05,+0.05,--342225,--224350,+561234,0.00
20250121,-21650,-21695,-21415,-21555,-145,-0.67,9576863,206123,0.00,+1140787,--1147898,+1127,0,0,+0.11,+0.11,+0.11,+1127,--1147898,+1140787,0.00
20250122,+21665,+21735,+21595,+21715,+160,+0.74,3846479,83318,0.00,+395290,--414600,+5351,0,0,+0.08,+0.08,+0.08,+5351,--414600,+395290,0.00
20250123,+21760,+21805,+21750,+21780,+65,+0.30,3135945,68288,0.00,+345842,--176920,--194168,0,0,+0.03,+0.03,+0.03,--194168,--176920,+345842,0.00
20250124,+21785,+21855,21735,+21765,+30,+0.14,4796680,104527,0.00,+1084147,--1365578,--19361,0,0,+0.02,+0.02,+0.02,--19361,--1365578,+1084147,0.00
20250131,+21780,+22045,+21780,+22010,+245,+1.13,5794531,127305,0.00,+632352,--655025,+65512,0,0,+0.04,+0.04,+0.04,+65512,--655025,+632352,0.00
20250203,-21765,-21770,-21570,-21605,-405,-1.84,6612219,143285,0.00,+1654099,--1444873,--141028,0,0,0.00,0.00,0.00,--141028,--1444873,+1654099,0.00
20250204,+21820,+21865,+21720,+21765,+160,+0.74,6945438,151420,0.00,+693971,--164795,0,0,0,0.00,0.00,0.00,0,--164795,+693971,0.00
20250205,21765,+21795,-21595,-21600,-165,-0.76,5146711,111746,0.00,+1417698,--1178338,0,0,0,0.00,0.00,0.00,0,--1178338,+1417698,0.00
20250206,+21785,+21890,+21780,+21870,+270,+1.25,5015304,109507,0.00,--114781,--72558,+185970,0,0,+0.08,+0.08,+0.08,+185970,--72558,--114781,0.00
20250207,+21875,+21915,-21840,-21865,-5,-0.02,5338696,116825,0.00,+544920,--454439,--92708,0,0,+0.04,+0.04,+0.04,--92708,--454439,+544920,0.00
20250210,21865,+21900,-21800,-21805,-60,-0.27,7362058,160789,0.00,+659498,--922220,+246593,0,0,+0.12,+0.12,+0.12,+246593,--922220,+659498,0.00
20250211,+21870,+21900,+21855,+21860,+55,+0.25,5955675,130301,0.00,+320910,--370535,+39919,0,0,+0.14,+0.14,+0.14,+39919,--370535,+320910,0.00
20250212,+21925,+21960,+21885,+21915,+55,+0.25,7966983,174689,0.00,+254527,--262210,+10180,0,0,+0.12,+0.12,+0.12,+10180,--262210,+254527,0.00
20250213,-21905,+21940,-21825,-21835,-80,-0.37,7510968,164450,0.00,+888632,--855316,--45145,0,0,+0.13,+0.13,+0.13,--45145,--855316,+888632,0.00
20250214,+21920,+22005,+21915,+21975,+140,+0.64,4743873,104202,0.00,--51097,--451714,+521394,0,0,+0.26,+0.26,+0.26,+521394,--451714,--51097,0.00
20250217,-21945,+21980,-21905,21975,0,0.00,4223756,92665,0.00,+363491,--132171,--267911,0,0,+0.14,+0.14,+0.14,--267911,--132171,+363491,0.00
20250218,-21970,+22025,-21945,+21995,+20,+0.09,4300756,94574,0.00,+108258,--265476,+132897,0,0,+0.17,+0.17,+0.17,+132897,--265476,+108258,0.00
20250219,21995,+22015,-21945,-21955,-40,-0.18,6298188,138428,0.00,+662980,--525976,--161266,0,0,+0.10,+0.10,+0.10,--161266,--525976,+662980,0.00
20250220,+22000,+22015,-21905,-21910,-45,-0.20,8645693,189792,0.00,+438368,--518486,+56704,0,0,+0.06,+0.06,+0.06,+56704,--518486,+438368,0.00
20250221,-21850,-21860,-21780,-21815,-95,-0.43,5554041,121188,0.00,+909016,--1149372,+234026,0,0,+0.12,+0.12,+0.12,+234026,--1149372,+909016,0.00
20250224,-21585,-21585,-21400,-21475,-340,-1.56,7005120,150544,0.00,+1412212,--1405778,--33974,0,0,+0.11,+0.11,+0.11,--33974,--1405778,+1412212,0.00
