date,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20241202,+35620,+36005,-35175,+35540,+115,+0.32,147710,5251,0.05,--1002,--11592,+12594,--149,0,+1.12,+1.12,+1.12,+12594,--11592,--1002,0.05
20241203,+35680,+36525,+35680,+36400,+860,+2.42,114483,4155,0.06,--10040,+16017,--5975,0,0,+1.04,+1.04,+1.04,--5975,+16017,--10040,0.06
20241204,-35715,-36300,-35305,-35810,-590,-1.62,174009,6226,0.06,--4497,+7574,--3091,0,0,+1.00,+1.00,+1.00,--3091,+7574,--4497,0.06
20241205,+35860,+36035,-35450,-35595,-215,-0.60,81740,2925,0.06,--970,--959,+1930,0,0,+1.03,+1.03,+1.03,+1930,--959,--970,0.06
20241206,35595,35595,-34490,-35220,-375,-1.05,144981,5091,0.05,+1268,--703,--548,0,0,+1.02,+1.02,+1.02,--548,--703,+1268,0.05
20241209,-34370,-34665,-33675,-33700,-1520,-4.32,177032,6040,0.05,--5540,+5366,+162,0,0,+1.03,+1.03,+1.03,+162,+5366,--5540,0.05
20241210,+34300,+35665,+34200,+35665,+1965,+5.83,107745,3785,0.05,--4326,+26154,--21864,0,0,+0.74,+0.74,+0.74,--21864,+26154,--4326,0.05
20241211,-35465,+36040,-35435,+35675,+10,+0.03,62372,2226,0.05,+1171,+17258,--18429,0,0,+0.49,+0.49,+0.49,--18429,+17258,+1171,0.05
20241212,+35775,+36560,-35630,+36015,+340,+0.95,101350,3653,0.05,+3990,--39178,+35188,0,0,+0.97,+0.97,+0.97,+35188,--39178,+3990,0.05
20241213,+36060,+37220,-36010,+36915,+900,+2.50,84513,3093,0.05,--319,--2782,+3101,0,0,+1.02,+1.02,+1.02,+3101,--2782,--319,0.05
20241216,+37355,+37370,36915,+37130,+215,+0.58,117691,4367,0.05,--5924,+53706,--47805,0,0,+0.37,+0.37,+0.37,--47805,+53706,--5924,0.05
20241217,+37170,+37170,-36500,-36700,-430,-1.16,59441,2184,0.05,--570,+5589,--5019,0,0,+0.30,+0.30,+0.30,--5019,+5589,--570,0.05
20241218,-36400,+37120,-36290,+36880,+180,+0.49,57561,2110,0.01,--1752,--10688,+11940,0,0,+0.46,+0.46,+0.46,+11940,--10688,--1752,0.01
20241219,-35940,-36340,-35695,-35750,-1130,-3.06,64824,2331,0.01,+124,+8748,--8893,0,0,+0.34,+0.34,+0.34,--8893,+8748,+124,0.01
20241220,35750,35750,-35030,-35200,-550,-1.54,68138,2405,0.01,--850,+1453,--603,0,0,+0.34,+0.34,+0.34,--603,+1453,--850,0.01
20241223,+35595,+35875,+35490,+35690,+490,+1.39,92473,3305,0.01,--1436,--42010,+43458,0,0,+0.93,+0.93,+0.93,+43458,--42010,--1436,0.01
20241224,+35900,+36080,-35340,+35840,+150,+0.42,103455,3698,0.01,--308,+40476,--40168,0,0,+0.38,+0.38,+0.38,--40168,+40476,--308,0.01
20241226,+36110,+36325,-35690,+35850,+10,+0.03,42275,1520,0.01,--4157,--11250,+15397,0,0,+0.59,+0.59,+0.59,+15397,--11250,--4157,0.01
20241227,+36190,+36190,-35310,-35730,-120,-0.33,122290,4371,0.01,--9251,+21631,--12380,0,0,+0.42,+0.42,+0.42,--12380,+21631,--9251,0.01
20241230,-35280,+37185,-35280,+36925,+1195,+3.34,108160,3993,0.01,--3445,--1762,+5207,0,0,+0.49,+0.49,+0.49,+5207,--1762,--3445,0.01
20250102,36925,+37035,-36270,-36465,-460,-1.25,84656,3100,0.01,+3192,+4523,--7716,0,0,+0.39,+0.39,+0.39,--7716,+4523,+3192,0.01
20250103,-36410,+37265,-36365,+37245,+780,+2.14,95930,3540,0.01,--1348,--11247,+12595,0,0,+0.56,+0.56,+0.56,+12595,--11247,--1348,0.01
20250106,+37270,+37690,-36865,+37600,+355,+0.95,99164,3693,0.01,--1779,+17722,--15942,+153,0,+0.34,+0.34,+0.34,--15942,+17722,--1779,0.01
20250107,-37575,+38395,-37440,+38200,+600,+1.60,135817,5179,0.01,--4254,--3526,+7783,0,0,+0.45,+0.45,+0.45,+7783,--3526,--4254,0.01
20250108,-38190,+38670,-38090,+38240,+40,+0.10,95352,3659,0.01,+2113,+3203,--2306,0,0,+0.42,+0.42,+0.42,--2306,+3203,+2113,0.01
20250109,+38265,+38545,-37860,+38345,+105,+0.27,99412,3806,0.01,--2740,+10154,--7414,0,0,+0.32,+0.32,+0.32,--7414,+10154,--2740,0.01
20250110,+38385,+38570,-38100,-38195,-150,-0.39,64143,2454,0.01,--619,+7191,--7369,0,0,+0.22,+0.22,+0.22,--7369,+7191,--619,0.01
20250113,-37915,+38530,-37545,-37830,-365,-0.96,57751,2191,0.01,+82,+604,--698,0,0,+0.21,+0.21,+0.21,--698,+604,+82,0.01
20250114,+38260,+38280,-37600,-37745,-85,-0.22,117629,4452,0.01,+154,--16091,+15945,0,0,+0.43,+0.43,+0.43,+15945,--16091,+154,0.01
20250115,+38180,+38260,-36970,-37155,-590,-1.56,109616,4116,0.01,+4055,+4780,--8890,0,0,+0.31,+0.31,+0.31,--8890,+4780,+4055,0.01
20250116,+37540,+38240,+37530,+37985,+830,+2.23,89512,3398,0.01,--6327,--5109,+12378,0,0,+0.48,+0.48,+0.48,+12378,--5109,--6327,0.01
20250117,37985,37985,-37340,-37530,-455,-1.20,68800,2585,0.01,--7481,+22452,--14947,0,0,+0.27,+0.27,+0.27,--14947,+22452,--7481,0.01
20250120,+37690,+37690,-37125,-37510,-20,-0.05,146744,5501,0.01,--1576,--2503,+4074,0,0,+0.32,+0.32,+0.32,+4074,--2503,--1576,0.01
20250121,+37575,+38020,-37415,+37670,+160,+0.43,212300,7988,0.01,--2738,--8532,+11270,0,0,+0.48,+0.48,+0.48,+11270,--8532,--2738,0.01
20250122,+38000,+38380,+37845,+37880,+210,+0.56,185325,7052,0.01,--2998,--17532,+20670,0,0,+0.77,+0.77,+0.77,+20670,--17532,--2998,0.01
20250123,+37950,+38515,-37855,+38050,+170,+0.45,244193,9313,0.01,--431,+15427,--15025,0,0,+0.56,+0.56,+0.56,--15025,+15427,--431,0.01
20250124,+38255,+38705,-38035,+38605,+555,+1.46,297525,11451,0.01,--6275,--11766,+18041,0,0,+0.81,+0.81,+0.81,+18041,--11766,--6275,0.01
20250131,+38935,+39110,-38400,+38770,+165,+0.43,157395,6084,0.01,+790,+14150,--14940,0,0,+0.61,+0.61,+0.61,--14940,+14150,+790,0.01
20250203,-38315,-38315,-37505,-37850,-920,-2.37,202500,7634,0.00,+20435,--25423,+4983,0,0,+0.70,+0.70,+0.70,+4983,--25423,+20435,0.00
20250204,+38235,+38970,+38115,+38525,+675,+1.78,177282,6860,0.00,--4797,--7119,+11951,0,0,+0.89,+0.89,+0.89,+11951,--7119,--4797,0.00
20250205,+38720,+39220,-38505,+39000,+475,+1.23,215203,8368,0.00,--12025,+14627,--2611,0,0,+0.85,+0.85,+0.85,--2611,+14627,--12025,0.00
20250206,+39255,+39825,+39200,+39710,+710,+1.82,338944,13423,0.00,--19450,+19825,--346,0,0,+0.84,+0.84,+0.84,--346,+19825,--19450,0.00
