date,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20241202,+138600,+139200,-135900,-136000,-600,-0.44,75034,10269,0.34,--3451,--774,+3700,+2717,+6481,+23.84,+23.84,+23.84,+3700,--774,--3451,0.34
20241203,+138000,+139800,+136800,+139800,+3800,+2.79,103899,14387,0.36,--47521,+4408,+43330,+34914,+47151,+23.90,+23.90,+23.90,+43330,+4408,--47521,0.36
20241204,-136400,-137700,-135200,-136200,-3600,-2.58,143297,19520,0.36,+43642,--15222,--29165,--10418,--30681,+23.86,+23.86,+23.86,--29165,--15222,+43642,0.36
20241205,136200,+136700,-132900,-133000,-3200,-2.35,122309,16406,0.34,+56809,--20190,--37046,--14393,--46155,+23.80,+23.80,+23.80,--37046,--20190,+56809,0.34
20241206,+133700,+135300,-130300,-132500,-500,-0.38,138230,18279,0.35,--6638,+31997,--38639,--36482,+31350,+23.74,+23.74,+23.74,--38639,+31997,--6638,0.35
20241209,-131300,-131300,-127600,-127600,-4900,-3.70,151211,19468,0.35,+32197,+8983,--41354,--23589,--36657,+23.69,+23.69,+23.69,--41354,+8983,+32197,0.35
20241210,+128800,+132900,+128200,+132500,+4900,+3.84,99468,13066,0.34,--10794,+15977,--62268,--8565,--3685,+23.60,+23.60,+23.60,--62268,+15977,--10794,0.34
20241211,-131900,+134300,-130500,+134300,+1800,+1.36,132673,17562,0.35,+23039,+10542,--35864,--8759,--32148,+23.55,+23.55,+23.55,--35864,+10542,+23039,0.35
20241212,+135600,+140800,+134900,+136800,+2500,+1.86,277361,38009,0.34,--20372,--2439,+22198,+6132,+22281,+23.58,+23.58,+23.58,+22198,--2439,--20372,0.34
20241213,-136500,+140900,-136500,+140800,+4000,+2.92,131909,18401,0.37,--54929,+36572,+13645,+19100,+32554,+23.59,+23.59,+23.59,+13645,+36572,--54929,0.37
20241216,+141100,+143200,-139900,+142100,+1300,+0.92,120008,17025,0.36,--43970,+24105,+20359,+15990,+15089,+23.62,+23.62,+23.62,+20359,+24105,--43970,0.36
20241217,-141200,+142500,-139900,-140200,-1900,-1.34,106872,15052,0.34,--8683,+22113,--13967,--10404,--8456,+23.60,+23.60,+23.60,--13967,+22113,--8683,0.34
20241218,+141600,+141600,-139500,+140600,+400,+0.29,74294,10429,0.33,--11423,+5038,+3699,+2477,--1280,+23.60,+23.60,+23.60,+3699,+5038,--11423,0.33
20241219,-138200,-138300,-136300,-136800,-3800,-2.70,101753,13961,0.34,+5254,+10139,--15582,--1903,+2645,+23.58,+23.58,+23.58,--15582,+10139,+5254,0.34
20241220,+136900,+137500,-133600,-133700,-3100,-2.27,99277,13350,0.35,+8891,+4320,+13782,--13174,--10608,+23.60,+23.60,+23.60,+13782,+4320,+8891,0.35
20241223,+134900,+140200,+134700,+139800,+6100,+4.56,98659,13672,0.33,--50096,+39454,+5731,+749,+20504,+23.60,+23.60,+23.60,+5731,+39454,--50096,0.33
20241224,+140000,+140100,-137400,-137700,-2100,-1.50,59497,8225,0.34,--5979,+787,+11478,+12697,+11613,+23.62,+23.62,+23.62,+11478,+787,--5979,0.34
20241226,137700,+139400,-136700,-136700,-1000,-0.73,66545,9159,0.32,--3091,+7024,--3172,+4341,--3146,+23.62,+23.62,+23.62,--3172,+7024,--3091,0.32
