date,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20241202,+3995,+4020,-3865,-3895,-75,-1.89,1198414,4708,0.52,+154740,+20343,--206438,--202299,--22887,+8.40,+8.40,+8.40,--206438,+20343,+154740,0.52
20241203,+3940,+4070,+3920,+4070,+175,+4.49,1135536,4557,0.53,--370439,+114193,+253824,+117484,+277907,+8.45,+8.45,+8.45,+253824,+114193,--370439,0.53
20241204,-3980,-4000,-3920,-3980,-90,-2.21,1206417,4779,0.53,+79666,+32341,--107443,+3465,--74667,+8.43,+8.43,+8.43,--107443,+32341,+79666,0.53
20241205,+3985,+4020,-3910,-3920,-60,-1.51,643937,2533,0.52,+124109,+1479,--136778,--75093,--139696,+8.41,+8.41,+8.41,--136778,+1479,+124109,0.52
20241206,3920,+4010,-3820,+4010,+90,+2.30,1158152,4545,0.54,--276125,+130235,+150551,+46018,+225225,+8.43,+8.43,+8.43,+150551,+130235,--276125,0.54
20241209,-3985,-3985,-3810,-3810,-200,-4.99,1204811,4650,0.55,+204753,+114641,--315618,--122422,--133945,+8.37,+8.37,+8.37,--315618,+114641,+204753,0.55
20241210,+3845,+4030,+3845,+4030,+220,+5.77,997235,3959,0.54,--552080,+59781,+491994,+223353,+504290,+8.47,+8.47,+8.47,+491994,+59781,--552080,0.54
20241211,-3990,+4075,-3980,+4075,+45,+1.12,828220,3341,0.53,--204207,+115260,+49741,+6545,+123070,+8.48,+8.48,+8.48,+49741,+115260,--204207,0.53
20241212,4075,+4125,-3990,+4080,+5,+0.12,2060171,8375,0.52,--73757,+178889,--552900,--62821,+73564,+8.37,+8.37,+8.37,--552900,+178889,--73757,0.52
20241213,-4025,+4270,-4025,+4215,+135,+3.31,2015593,8451,0.53,--545955,+107489,+434332,+229583,+469511,+8.45,+8.45,+8.45,+434332,+107489,--545955,0.53
20241216,+4255,+4325,+4220,+4235,+20,+0.47,1276587,5434,0.51,--71797,--19548,+93822,--5518,+81360,+8.47,+8.47,+8.47,+93822,--19548,--71797,0.51
20241217,4235,+4320,-4150,-4175,-60,-1.42,1076465,4541,0.51,+52224,+37695,--88312,--128115,--45561,+8.45,+8.45,+8.45,--88312,+37695,+52224,0.51
20241218,+4190,+4245,-4150,+4240,+65,+1.56,695943,2934,0.52,--82756,+1648,+90936,--3704,+85968,+8.47,+8.47,+8.47,+90936,+1648,--82756,0.52
20241219,-4135,-4185,-4095,-4120,-120,-2.83,889897,3685,0.54,+241461,--17403,--229013,--158471,--247470,+8.43,+8.43,+8.43,--229013,--17403,+241461,0.54
20241220,4120,+4160,-4025,-4090,-30,-0.73,833289,3386,0.54,+113434,--48477,--683522,--30568,--102664,+8.30,+8.30,+8.30,--683522,--48477,+113434,0.54
20241223,+4100,+4145,-4045,+4125,+35,+0.86,542338,2223,0.55,--85966,+20171,--181583,--15132,+80989,+8.27,+8.27,+8.27,--181583,+20171,--85966,0.55
20241224,+4130,+4280,+4130,+4215,+90,+2.18,1160363,4891,0.56,--156975,+353,+143410,--65005,+151342,+8.29,+8.29,+8.29,+143410,+353,--156975,0.56
20241226,+4235,+4240,-4145,-4170,-45,-1.07,757569,3170,0.55,+126288,--34216,--97679,--71945,--101184,+8.28,+8.28,+8.28,--97679,--34216,+126288,0.55
20241227,-4130,-4135,-3990,-4005,-165,-3.96,925558,3737,0.54,+332340,--54838,--274581,--135422,--291753,+8.22,+8.22,+8.22,--274581,--54838,+332340,0.54
20241230,-4000,+4115,-3975,+4010,+5,+0.12,523206,2120,0.54,+27301,+19772,--41485,--45301,--32341,+8.22,+8.22,+8.22,--41485,+19772,+27301,0.54
20250102,-4000,+4035,-3965,4010,0,0.00,459245,1836,0.55,+124639,--50818,+308167,--78494,--64435,+8.27,+8.27,+8.27,+308167,--50818,+124639,0.55
20250103,4010,+4120,4010,+4025,+15,+0.37,607854,2469,0.54,+70188,+10878,--85373,--63790,--84070,+8.26,+8.26,+8.26,--85373,+10878,+70188,0.54
20250106,+4070,+4140,+4060,+4125,+100,+2.48,652265,2679,0.54,--83633,+17773,+64063,--11130,+60823,+8.27,+8.27,+8.27,+64063,+17773,--83633,0.54
20250107,+4145,+4415,+4135,+4415,+290,+7.03,5519281,24062,0.54,--970376,+132638,+866822,+719639,+916837,+8.43,+8.43,+8.43,+866822,+132638,--970376,0.54
20250108,4415,+4600,-4335,+4600,+185,+4.19,5813054,26202,0.54,--991701,+1744429,--764593,--422913,--253287,+8.29,+8.29,+8.29,--764593,+1744429,--991701,0.54
20250109,-4510,-4580,-4195,-4195,-405,-8.80,5454635,23716,0.40,+1134184,--334032,--825395,--291204,--663237,+6.40,+6.40,+6.40,--825395,--334032,+1134184,0.40
20250110,+4215,+4410,+4205,+4345,+150,+3.58,2806623,12170,0.41,--361782,+187509,+155925,--17178,+295805,+6.42,+6.42,+6.42,+155925,+187509,--361782,0.41
20250113,+4355,+4410,-4285,+4380,+35,+0.81,1454856,6362,0.45,--262914,+392222,--122608,--77607,+36553,+6.40,+6.40,+6.40,--122608,+392222,--262914,0.45
20250114,+4415,+4415,-4300,+4395,+15,+0.34,1027873,4478,0.43,--85774,+196979,--112888,+13716,--10304,+6.39,+6.39,+6.39,--112888,+196979,--85774,0.43
20250115,+4410,+4410,-4320,-4335,-60,-1.37,715353,3117,0.42,--6028,+123227,--105908,--68505,--132944,+6.37,+6.37,+6.37,--105908,+123227,--6028,0.42
20250116,+4365,+4405,-4300,+4390,+55,+1.27,1394402,6067,0.42,--136395,--25403,+161262,--122776,+225912,+6.39,+6.39,+6.39,+161262,--25403,--136395,0.42
20250117,4390,+4525,-4355,4390,0,0.00,1923206,8519,0.42,--258818,+198401,+53083,--17301,+164419,+6.40,+6.40,+6.40,+53083,+198401,--258818,0.42
20250120,+4440,+4450,-4320,-4345,-45,-1.03,1098666,4816,0.42,+46421,+91650,--129949,--12390,--35731,+6.38,+6.38,+6.38,--129949,+91650,+46421,0.42
20250121,+4350,+4415,-4215,-4245,-100,-2.30,1096460,4689,0.41,+193929,+118693,--309458,--113765,--314305,+6.34,+6.34,+6.34,--309458,+118693,+193929,0.41
20250122,+4285,+4315,-4240,+4265,+20,+0.47,831229,3556,0.41,--80866,+145718,--64865,+58356,--51691,+6.33,+6.33,+6.33,--64865,+145718,--80866,0.41
20250123,+4280,+4310,-4205,-4210,-55,-1.29,796229,3377,0.42,+129026,+123442,+418183,--84767,--263068,+6.39,+6.39,+6.39,+418183,+123442,+129026,0.42
20250124,+4270,+4270,-4050,-4140,-70,-1.66,1101379,4594,0.42,+15083,+103005,--120449,--29741,--132102,+6.37,+6.37,+6.37,--120449,+103005,+15083,0.42
20250131,+4190,+4350,+4185,+4275,+135,+3.26,1547819,6610,0.41,--165387,+86900,+79937,--26728,+38570,+6.38,+6.38,+6.38,+79937,+86900,--165387,0.41
20250203,-4220,-4220,-4115,-4150,-125,-2.92,1246819,5183,0.41,+241908,+44859,--256374,--128884,--195245,+6.35,+6.35,+6.35,--256374,+44859,+241908,0.41
20250204,+4175,+4280,+4175,+4180,+30,+0.72,869777,3676,0.41,--31586,+118853,+185325,--117493,+22570,+6.37,+6.37,+6.37,+185325,+118853,--31586,0.41
20250205,+4215,+4270,+4185,+4245,+65,+1.56,700297,2970,0.40,--93606,+134934,--28798,--64307,+86588,+6.37,+6.37,+6.37,--28798,+134934,--93606,0.40
20250206,+4270,+4360,4245,+4290,+45,+1.06,1049129,4519,0.40,+23316,+115147,--136743,--121556,--42185,+6.35,+6.35,+6.35,--136743,+115147,+23316,0.40
20250207,+4315,+4400,+4300,+4300,+10,+0.23,1206698,5230,0.40,+42710,+52341,--89844,--74351,+2627,+6.33,+6.33,+6.33,--89844,+52341,+42710,0.40
20250210,-4280,-4295,-4175,-4230,-70,-1.63,1077374,4560,0.39,--8013,+167197,--162202,--95145,--5442,+6.31,+6.31,+6.31,--162202,+167197,--8013,0.39
20250211,4230,+4270,-4160,-4180,-50,-1.18,1315157,5514,0.40,+335298,+215569,--553326,--292957,--503184,+6.23,+6.23,+6.23,--553326,+215569,+335298,0.40
20250212,+4190,+4450,+4190,+4415,+235,+5.62,3092964,13514,0.40,--971425,+342712,+635849,+109102,+812699,+6.32,+6.32,+6.32,+635849,+342712,--971425,0.40
20250213,+4425,+4500,-4340,-4360,-55,-1.25,2247662,9857,0.41,+11763,+412837,--425051,--312184,+34747,+6.26,+6.26,+6.26,--425051,+412837,+11763,0.41
20250214,-4265,+4380,-4195,4360,0,0.00,2289960,9830,0.37,--80930,+402140,--325414,--168800,--202437,+6.21,+6.21,+6.21,--325414,+402140,--80930,0.37
20250217,4360,+4430,-4310,+4420,+60,+1.38,1223915,5384,0.36,--294911,+229530,+66805,+113705,+191543,+6.22,+6.22,+6.22,+66805,+229530,--294911,0.36
20250218,+4455,+4455,-4350,+4435,+15,+0.34,1162572,5131,0.36,--177120,+343483,--163415,--89052,--33466,+6.20,+6.20,+6.20,--163415,+343483,--177120,0.36
20250219,-4410,+4535,-4390,+4480,+45,+1.01,1508050,6755,0.35,--338091,+237637,+92888,+34519,+232359,+6.21,+6.21,+6.21,+92888,+237637,--338091,0.35
20250220,-4475,+4500,-4390,-4400,-80,-1.79,1613093,7140,0.34,+7056,+370487,--380849,--358682,--228684,+6.15,+6.15,+6.15,--380849,+370487,+7056,0.34
20250221,+4465,+4745,+4445,+4505,+105,+2.39,6819018,31425,0.34,--591508,+521507,+82198,--292577,+212870,+6.17,+6.17,+6.17,+82198,+521507,--591508,0.34
20250224,+4630,+4675,+4520,+4650,+145,+3.22,3446897,15879,0.34,+215271,+306378,--545366,--64245,--379114,+6.09,+6.09,+6.09,--545366,+306378,+215271,0.34
20250225,+4655,+4655,-4535,-4550,-100,-2.15,1677335,7666,0.35,+476467,+122756,--609231,--261256,--448670,+6.00,+6.00,+6.00,--609231,+122756,+476467,0.35
20250226,-4520,+4815,-4520,+4770,+220,+4.84,4613017,21825,0.37,--1022868,+677537,+354824,+120896,+536307,+6.05,+6.05,+6.05,+354824,+677537,--1022868,0.37
20250227,4770,+4780,-4625,-4650,-120,-2.52,2113143,9881,0.38,+610894,+91635,--701847,--231300,--509515,+5.94,+5.94,+5.94,--701847,+91635,+610894,0.38
20250228,-4585,+4665,-4430,-4430,-220,-4.73,2574619,11653,0.38,+532876,+8839,--552064,--497445,--404856,+5.86,+5.86,+5.86,--552064,+8839,+532876,0.38
20250304,-4395,-4395,-4250,-4275,-155,-3.50,1765092,7563,0.38,+584056,--61202,--525775,--228863,--530409,+5.79,+5.79,+5.79,--525775,--61202,+584056,0.38
20250305,+4290,+4365,-4260,-4265,-10,-0.23,1439939,6186,0.38,+477808,--73519,--419421,--304684,--242774,+5.72,+5.72,+5.72,--419421,--73519,+477808,0.38
20250306,+4300,+4360,-4185,-4200,-65,-1.52,1779853,7590,0.38,+449019,--22371,--469086,--354141,--465872,+5.65,+5.65,+5.65,--469086,--22371,+449019,0.38
20250307,-4180,+4220,-4140,-4140,-60,-1.43,1277549,5327,0.39,+336976,--22119,--317923,--326144,--339941,+5.61,+5.61,+5.61,--317923,--22119,+336976,0.39
20250310,4140,+4300,-4125,+4230,+90,+2.17,783849,3305,0.40,+68771,--2108,--60099,--45911,--67273,+5.60,+5.60,+5.60,--60099,--2108,+68771,0.40
20250311,-4100,-4165,-4080,-4085,-145,-3.43,1373921,5645,0.42,+365117,--95615,--264647,--308137,--62863,+5.56,+5.56,+5.56,--264647,--95615,+365117,0.42
20250312,+4100,+4145,-4065,-4070,-15,-0.37,1032182,4229,0.41,+264295,--64015,--213048,--148926,--205470,+5.53,+5.53,+5.53,--213048,--64015,+264295,0.41
20250313,+4090,+4107,-4005,-4005,-65,-1.60,1206277,4877,0.42,+323461,--59273,--167507,+14475,--262828,+5.50,+5.50,+5.50,--167507,--59273,+323461,0.42
20250314,4005,+4050,-3985,-3995,-10,-0.25,744075,2982,0.43,+122509,--20670,--111936,--120460,--120185,+5.49,+5.49,+5.49,--111936,--20670,+122509,0.43
20250317,+4015,+4030,-3990,+4025,+30,+0.75,776470,3112,0.43,--29094,+67835,--56160,--34105,--36288,+5.48,+5.48,+5.48,--56160,+67835,--29094,0.43
20250318,4025,+4090,-3975,-3980,-45,-1.12,1121575,4515,0.43,+257445,--50805,--206347,--217825,--209465,+5.45,+5.45,+5.45,--206347,--50805,+257445,0.43
20250319,+4010,+4075,+4005,+4050,+70,+1.76,687380,2780,0.44,--96858,+871,+97684,+18604,+104302,+5.46,+5.46,+5.46,+97684,+871,--96858,0.44
20250320,+4065,+4095,-3955,-3955,-95,-2.35,1073764,4297,0.43,+418293,--13889,--347035,--331338,--436190,+5.41,+5.41,+5.41,--347035,--13889,+418293,0.43
20250321,3955,+4000,-3890,+3995,+40,+1.01,1020180,4035,0.43,--94114,+8429,+200333,+134923,+108153,+5.44,+5.44,+5.44,+200333,+8429,--94114,0.43
20250324,-3990,+4015,-3965,-3985,-10,-0.25,383201,1526,0.44,+152903,--112588,--44380,--11577,--91062,+5.43,+5.43,+5.43,--44380,--112588,+152903,0.44
20250325,+4065,+4115,-3980,+4010,+25,+0.63,1327704,5368,0.44,+225769,--156049,+49657,+305,+5340,+5.44,+5.44,+5.44,+49657,--156049,+225769,0.44
20250326,4010,+4045,-4005,4010,0,0.00,387046,1556,0.44,--158131,+77824,+135153,+47645,+117898,+5.46,+5.46,+5.46,+135153,+77824,--158131,0.44
20250327,-3960,-3980,-3850,-3850,-160,-3.99,1072503,4185,0.45,+553694,--80368,--402519,--369613,--511739,+5.40,+5.40,+5.40,--402519,--80368,+553694,0.45
20250328,3850,+3865,-3755,-3755,-95,-2.47,730039,2760,0.43,+237135,--30381,+350372,--229020,--121165,+5.45,+5.45,+5.45,+350372,--30381,+237135,0.43
20250331,-3700,+3800,-3625,-3635,-120,-3.20,947547,3464,0.43,+235645,+65565,--291487,--282029,--323569,+5.41,+5.41,+5.41,--291487,+65565,+235645,0.43
20250401,+3650,+3725,-3600,-3630,-5,-0.14,723093,2641,0.42,+162316,+36795,--210942,--213132,--171622,+5.38,+5.38,+5.38,--210942,+36795,+162316,0.42
20250402,+3640,+3660,-3550,-3565,-65,-1.79,980896,3507,0.42,+210829,+27757,--247420,--278214,--460793,+5.34,+5.34,+5.34,--247420,+27757,+210829,0.42
20250403,-3500,-3510,-3410,-3410,-155,-4.35,1195055,4123,0.42,+485716,--8956,--507519,--515272,--227732,+5.27,+5.27,+5.27,--507519,--8956,+485716,0.42
20250404,-3340,+3465,-3305,+3460,+50,+1.47,1000601,3397,0.43,+22283,--130485,+5019,--6805,+118129,+5.27,+5.27,+5.27,+5019,--130485,+22283,0.43
20250407,-3305,-3310,-3205,-3230,-230,-6.65,1412730,4590,0.43,+583159,--450827,--119333,--80636,--154234,+5.25,+5.25,+5.25,--119333,--450827,+583159,0.43
20250408,+3310,+3345,-3205,-3220,-10,-0.31,787950,2566,0.43,+133704,+26968,--132399,+18110,--153781,+5.23,+5.23,+5.23,--132399,+26968,+133704,0.43
