date,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20241202,+109300,+109300,-106000,-107200,-800,-0.74,295509,31775,0.69,--19296,--14349,+38215,--3838,--20643,+32.82,+32.82,+32.82,+38215,--14349,--19296,0.69
20241203,+108200,+109700,+107700,+109300,+2100,+1.96,430199,47010,0.72,--42340,--5699,+52702,--33012,+51420,+32.89,+32.89,+32.89,+52702,--5699,--42340,0.72
20241204,-106600,-108500,-105700,-106200,-3100,-2.84,388496,41388,0.71,+69782,--96041,+20325,+22931,+15971,+32.92,+32.92,+32.92,+20325,--96041,+69782,0.71
20241205,+106700,+111300,-106100,+109500,+3300,+3.11,468211,51345,0.70,--99066,+32048,+80580,+26450,+57291,+33.02,+33.02,+33.02,+80580,+32048,--99066,0.70
20241206,+110600,+113500,-107600,+110400,+900,+0.82,670528,74405,0.71,--47216,+180216,--132450,--143694,+83311,+32.84,+32.84,+32.84,--132450,+180216,--47216,0.71
20241209,-109300,110400,-105600,-105600,-4800,-4.35,405189,43611,0.67,+16483,+11748,--26641,+5243,+19212,+32.81,+32.81,+32.81,--26641,+11748,+16483,0.67
20241210,+107900,+116500,+107900,+116300,+10700,+10.13,715825,81590,0.67,--315561,+238323,+81188,+95514,+103114,+32.91,+32.91,+32.91,+81188,+238323,--315561,0.67
20241211,116300,+119400,-115200,+119300,+3000,+2.58,489644,57959,0.67,--80829,+106411,--26163,--36550,--35028,+32.88,+32.88,+32.88,--26163,+106411,--80829,0.67
20241212,119300,+122300,-118200,+120700,+1400,+1.17,667265,80596,0.60,--69974,+103104,--33796,+142633,--20276,+32.83,+32.83,+32.83,--33796,+103104,--69974,0.60
20241213,-120400,+127800,-120400,+126100,+5400,+4.47,865640,108886,0.60,--185623,+234265,--61089,+47041,+1829,+32.74,+32.74,+32.74,--61089,+234265,--185623,0.60
20241216,+127600,+128000,-124900,+127500,+1400,+1.11,363406,45992,0.58,--40944,+67750,+69229,--16611,--14981,+32.83,+32.83,+32.83,+69229,+67750,--40944,0.58
20241217,-126600,-126600,-123500,-124600,-2900,-2.27,475738,59252,0.59,--8145,+120920,--158935,--108996,--96205,+32.61,+32.61,+32.61,--158935,+120920,--8145,0.59
20241218,+125900,+128000,+125000,+126100,+1500,+1.20,324832,41101,0.58,--13543,+80741,--67995,--58091,--44244,+32.52,+32.52,+32.52,--67995,+80741,--13543,0.58
20241219,-122500,+130500,-122300,+127900,+1800,+1.43,624189,79936,0.59,--212986,+225352,--98054,+14166,+9693,+32.39,+32.39,+32.39,--98054,+225352,--212986,0.59
20241220,127900,+130000,-126100,+128700,+800,+0.63,498624,64306,0.60,--58345,+82576,--874,+25752,--42832,+32.38,+32.38,+32.38,--874,+82576,--58345,0.60
20241223,+129300,+129500,-127000,-128200,-500,-0.39,196254,25238,0.54,--26250,+53756,--106550,--7496,--93,+32.24,+32.24,+32.24,--106550,+53756,--26250,0.54
20241224,+128700,+129300,-126600,-127000,-1200,-0.94,236529,30161,0.53,+51713,--34096,--179989,+2829,+54663,+32.00,+32.00,+32.00,--179989,--34096,+51713,0.53
20241226,+128200,+128200,-124400,-125900,-1100,-0.87,250854,31557,0.52,--22056,--1626,--14698,+21893,+30161,+31.98,+31.98,+31.98,--14698,--1626,--22056,0.52
20241227,-125000,+126800,-123400,-124500,-1400,-1.11,223180,27868,0.55,+3438,+6183,--31466,--8814,+12393,+31.94,+31.94,+31.94,--31466,+6183,+3438,0.55
20241230,-124100,+125400,-123100,-123800,-700,-0.56,160820,20018,0.55,--18711,+7910,+10955,+17747,+12518,+31.95,+31.95,+31.95,+10955,+7910,--18711,0.55
20250102,+124000,+125000,-120500,-122400,-1400,-1.13,215485,26293,0.54,+24377,--10168,+33566,--44920,--12606,+32.00,+32.00,+32.00,+33566,--10168,+24377,0.54
20250103,-122000,+124400,-121400,-122300,-100,-0.08,439170,53940,0.54,+61092,+1419,+15850,--121535,--86598,+32.02,+32.02,+32.02,+15850,+1419,+61092,0.54
20250106,+124800,+133000,+124600,+130900,+8600,+7.03,813823,106161,0.55,--186523,+82211,+155384,+91326,+64517,+32.23,+32.23,+32.23,+155384,+82211,--186523,0.55
20250107,+132100,+132200,-125900,-126800,-4100,-3.13,472125,60602,0.58,+143574,--46982,--91002,--69099,--107880,+32.11,+32.11,+32.11,--91002,--46982,+143574,0.58
20250108,-125200,+132300,-125100,+131200,+4400,+3.47,406346,52941,0.53,--121037,+89197,+28250,+24178,+29751,+32.14,+32.14,+32.14,+28250,+89197,--121037,0.53
20250109,+131500,+133400,-129200,-129200,-2000,-1.52,459274,60025,0.59,+67284,--5248,--11528,--52215,--78171,+32.13,+32.13,+32.13,--11528,--5248,+67284,0.59
20250110,+131100,+131500,-128600,+129300,+100,+0.08,265143,34390,0.54,+36820,+16149,--44759,--32770,--60887,+32.07,+32.07,+32.07,--44759,+16149,+36820,0.54
20250113,-128100,129300,-126500,-126600,-2700,-2.09,275227,35041,0.56,+31889,+25097,--51269,--67209,--21934,+32.00,+32.00,+32.00,--51269,+25097,+31889,0.56
20250114,+127200,+129700,-125900,-126100,-500,-0.39,271971,34540,0.57,+75423,--43232,--28896,--21839,--27426,+31.96,+31.96,+31.96,--28896,--43232,+75423,0.57
20250115,+127100,+129000,-123000,-123100,-3000,-2.38,397814,49580,0.58,+89008,--15172,--71505,--34495,--83630,+31.87,+31.87,+31.87,--71505,--15172,+89008,0.58
20250116,+124500,+126400,+123200,+123600,+500,+0.41,309865,38593,0.59,--19514,+31110,--6220,--17544,--44780,+31.86,+31.86,+31.86,--6220,+31110,--19514,0.59
20250117,123600,+128500,-123400,+128200,+4600,+3.72,414875,52713,0.61,--108801,+79336,+24792,+33788,--6984,+31.89,+31.89,+31.89,+24792,+79336,--108801,0.61
20250120,+128600,+128700,-126300,-126600,-1600,-1.25,201645,25664,0.61,+37832,--15318,--19014,--12636,--31393,+31.86,+31.86,+31.86,--19014,--15318,+37832,0.61
20250121,+127200,+129200,-124200,-126500,-100,-0.08,268429,33928,0.59,+1041,+29846,--31077,--21404,--38206,+31.82,+31.82,+31.82,--31077,+29846,+1041,0.59
20250122,+127700,+130800,-126000,+130500,+4000,+3.16,313614,40362,0.60,--108082,+55850,+51191,+19389,+39053,+31.89,+31.89,+31.89,+51191,+55850,--108082,0.60
20250123,+130800,+131600,-127500,-127500,-3000,-2.30,311761,40289,0.58,+35144,--8261,--26182,--9026,--30745,+31.86,+31.86,+31.86,--26182,--8261,+35144,0.58
20250124,+127800,+129700,-126100,+128100,+600,+0.47,271505,34695,0.57,+34554,+30536,--64159,--74495,--61778,+31.78,+31.78,+31.78,--64159,+30536,+34554,0.57
20250131,+130800,+135600,+129300,+134100,+6000,+4.68,708321,94155,0.58,--137517,+46620,+90184,+72722,+81465,+31.90,+31.90,+31.90,+90184,+46620,--137517,0.58
20250203,-131800,-132200,-129200,-131100,-3000,-2.24,368952,48178,0.58,--14668,+44802,--31134,+8030,--46552,+31.86,+31.86,+31.86,--31134,+44802,--14668,0.58
20250204,+132400,+134200,-130700,+131800,+700,+0.53,351405,46585,0.56,--13891,+26116,+3839,+25141,--8563,+31.86,+31.86,+31.86,+3839,+26116,--13891,0.56
20250205,+133300,+134100,-131000,-131000,-800,-0.61,259904,34274,0.56,+27180,--1202,--21582,--4666,--20283,+31.83,+31.83,+31.83,--21582,--1202,+27180,0.56
20250206,+132100,+134600,-130200,+134600,+3600,+2.75,330138,43773,0.55,--65830,+67179,--872,--16643,+32854,+31.82,+31.82,+31.82,--872,+67179,--65830,0.55
20250207,+136300,+139200,+135400,+138500,+3900,+2.90,770507,106328,0.56,--207810,+164255,+50578,+35753,+46039,+31.89,+31.89,+31.89,+50578,+164255,--207810,0.56
20250210,-137600,+146500,-137100,+144100,+5600,+4.04,892180,128185,0.56,--177267,+160499,+33780,+54925,+24026,+31.94,+31.94,+31.94,+33780,+160499,--177267,0.56
20250211,+145200,+146000,-143000,+144700,+600,+0.42,389860,56399,0.52,--29884,+44033,--15380,+15857,--25709,+31.92,+31.92,+31.92,--15380,+44033,--29884,0.52
20250212,+144800,+146900,-141200,-144500,-200,-0.14,346112,49602,0.55,+6943,--25169,+37762,+23100,+18692,+31.97,+31.97,+31.97,+37762,--25169,+6943,0.55
20250213,+144700,+146500,-142600,+145200,+700,+0.48,436412,63078,0.52,--105651,+55216,+65020,+47773,+32667,+32.05,+32.05,+32.05,+65020,+55216,--105651,0.52
20250214,+145900,+149100,-144200,+148200,+3000,+2.07,518379,76546,0.53,--137125,+96101,+46200,+62533,+59574,+32.12,+32.12,+32.12,+46200,+96101,--137125,0.53
20250217,+149700,+149800,-145400,-147400,-800,-0.54,272783,40053,0.53,+16410,+8878,--29740,--7650,--33894,+32.08,+32.08,+32.08,--29740,+8878,+16410,0.53
20250218,-147100,-147100,-143500,-145300,-2100,-1.42,301393,43590,0.51,+30604,--30462,+3818,--11991,+609,+32.08,+32.08,+32.08,+3818,--30462,+30604,0.51
20250219,-144900,+146100,-144200,-144700,-600,-0.41,310954,45085,0.52,--490,--25211,+31494,--105,+12718,+32.12,+32.12,+32.12,+31494,--25211,--490,0.52
20250220,-143800,-144400,-140700,-143900,-800,-0.55,413639,59035,0.54,--51520,--2156,+60454,+23583,+100438,+32.20,+32.20,+32.20,+60454,--2156,--51520,0.54
20250221,+144200,+144500,-141000,-143200,-700,-0.49,213753,30446,0.54,--1213,--20410,+16665,+4959,+12561,+32.23,+32.23,+32.23,+16665,--20410,--1213,0.54
20250224,-141700,+143800,-141600,+143700,+500,+0.35,205121,29300,0.52,--31465,+10003,+22219,+2491,+17826,+32.26,+32.26,+32.26,+22219,+10003,--31465,0.52
20250225,-142200,+144000,-140400,-142100,-1600,-1.11,171757,24497,0.52,+14673,--1880,+3056,+1548,--13440,+32.26,+32.26,+32.26,+3056,--1880,+14673,0.52
