date,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20241202,+3210,+3210,-3115,-3130,-40,-1.26,202121,633,0.36,--36332,+36913,--580,0,0,+0.04,+0.04,+0.04,--580,+36913,--36332,0.36
20241203,3130,+3180,3130,+3165,+35,+1.12,111442,352,0.36,--5583,+4777,+772,0,0,+0.04,+0.04,+0.04,+772,+4777,--5583,0.36
20241204,-3105,-3140,-3040,-3070,-95,-3.00,268061,828,0.36,+354,--4525,+4171,0,0,+0.05,+0.05,+0.05,+4171,--4525,+354,0.36
20241205,+3095,+3095,-3005,-3010,-60,-1.95,212533,643,0.36,--38297,+45598,--7303,0,0,+0.03,+0.03,+0.03,--7303,+45598,--38297,0.36
20241206,+3020,+3050,-2935,3010,0,0.00,296899,886,0.36,--51905,+47625,+6253,0,0,+0.05,+0.05,+0.05,+6253,+47625,--51905,0.36
20241209,-2930,-2980,-2860,-2865,-145,-4.82,320968,927,0.36,--8661,+13433,--4518,0,0,+0.04,+0.04,+0.04,--4518,+13433,--8661,0.36
20241210,+2895,+2965,+2890,+2960,+95,+3.32,258158,760,0.36,--11239,+6673,+4566,0,0,+0.05,+0.05,+0.05,+4566,+6673,--11239,0.36
20241211,2960,+3030,-2950,+3030,+70,+2.36,137720,414,0.36,--3360,--1410,+3770,0,0,+0.06,+0.06,+0.06,+3770,--1410,--3360,0.36
20241212,3030,+3045,-3000,-3010,-20,-0.66,174893,527,0.36,--11722,+10445,+161,0,0,+0.06,+0.06,+0.06,+161,+10445,--11722,0.36
20241213,3010,+3070,3010,+3060,+50,+1.66,174387,531,0.36,--5246,+2284,+2662,0,0,+0.07,+0.07,+0.07,+2662,+2284,--5246,0.36
20241216,+3065,+3090,-3040,-3040,-20,-0.65,141682,433,0.36,--30140,+34632,--4492,0,0,+0.06,+0.06,+0.06,--4492,+34632,--30140,0.36
20241217,3040,+3050,-3000,-3000,-40,-1.32,97412,294,0.36,--26981,+27289,--308,0,0,+0.06,+0.06,+0.06,--308,+27289,--26981,0.36
20241218,+3035,+3035,3000,+3030,+30,+1.00,56435,170,0.36,--13271,+10762,+2396,0,0,+0.07,+0.07,+0.07,+2396,+10762,--13271,0.36
20241219,-3005,-3005,-2970,-2980,-50,-1.65,83697,250,0.36,+26023,--22008,--4015,0,0,+0.05,+0.05,+0.05,--4015,--22008,+26023,0.36
20241220,+2995,+2995,-2910,-2945,-35,-1.17,146006,429,0.36,--39828,+40927,--946,0,0,+0.05,+0.05,+0.05,--946,+40927,--39828,0.36
20241223,+2950,+2965,-2925,+2950,+5,+0.17,154031,454,0.36,--58025,+53004,+5021,0,0,+0.07,+0.07,+0.07,+5021,+53004,--58025,0.36
20241224,+2965,+2965,-2940,+2960,+10,+0.34,92492,273,0.36,--4309,+10231,--5922,0,0,+0.05,+0.05,+0.05,--5922,+10231,--4309,0.36
20241226,-2945,+2965,-2930,-2935,-25,-0.84,170428,501,0.29,--19253,+18262,+991,0,0,+0.05,+0.05,+0.05,+991,+18262,--19253,0.29
20241227,-2920,2935,-2900,-2920,-15,-0.51,199093,580,0.29,--98,+2169,--1071,0,0,+0.05,+0.05,+0.05,--1071,+2169,--98,0.29
20241230,-2810,-2895,-2810,-2880,-40,-1.37,263360,755,0.29,+4744,--2860,--2083,0,0,+0.04,+0.04,+0.04,--2083,--2860,+4744,0.29
20250102,+2890,+2920,-2875,+2915,+35,+1.22,157936,458,0.30,+28057,--20175,--7882,0,0,+0.02,+0.02,+0.02,--7882,--20175,+28057,0.30
20250103,2915,+2960,2915,+2945,+30,+1.03,148436,436,0.30,--10535,+10310,+225,0,0,+0.02,+0.02,+0.02,+225,+10310,--10535,0.30
20250106,+2960,+2985,2945,+2980,+35,+1.19,84354,250,0.30,--23274,+21428,+1836,--10,0,+0.02,+0.02,+0.02,+1836,+21428,--23274,0.30
20250107,+2995,+3005,2980,2980,0,0.00,91732,275,0.30,--10182,+15238,--4956,0,0,+0.01,+0.01,+0.01,--4956,+15238,--10182,0.30
20250108,+3000,+3000,-2970,+2985,+5,+0.17,159323,476,0.30,--48849,+41361,+7489,0,0,+0.03,+0.03,+0.03,+7489,+41361,--48849,0.30
