date,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20241202,+33010,+33055,-32630,+32760,+80,+0.24,1806335,59358,0.00,+15187,--17878,+2228,0,0,+11.30,+11.30,+11.30,+2228,--17878,+15187,0.00
20241203,+32925,+33300,+32925,+33240,+480,+1.47,2079193,69035,0.00,--134639,+139842,--1738,0,0,+11.15,+11.15,+11.15,--1738,+139842,--134639,0.00
20241204,-32665,-33030,-32525,-32775,-465,-1.40,5205285,170341,0.00,+547737,--568669,--26938,0,0,+11.10,+11.10,+11.10,--26938,--568669,+547737,0.00
20241205,+32800,+32845,-32425,-32555,-220,-0.67,1092456,35697,0.00,+45340,--62309,--103137,0,0,+10.93,+10.93,+10.93,--103137,--62309,+45340,0.00
20241206,+32645,+32790,-31890,-32380,-175,-0.54,3632549,117594,0.00,+85205,--103441,+19982,0,0,+10.98,+10.98,+10.98,+19982,--103441,+85205,0.00
20241209,-31920,-32050,-31550,-31580,-800,-2.47,2811797,89301,0.01,--171669,+196120,--31345,0,0,+10.71,+10.71,+10.71,--31345,+196120,--171669,0.01
20241210,+31850,+32285,+31850,+32215,+635,+2.01,2179401,70101,0.00,+155677,--155874,--1949,0,0,+10.76,+10.76,+10.76,--1949,--155874,+155677,0.00
20241211,-32115,+32590,-32070,+32590,+375,+1.16,2994345,97094,0.02,+29249,--92090,+61216,0,0,+10.77,+10.77,+10.77,+61216,--92090,+29249,0.02
20241212,+32765,+33175,+32635,+33175,+585,+1.80,4871731,159725,0.01,+43161,--55138,+6113,+18948,0,+10.80,+10.80,+10.80,+6113,--55138,+43161,0.01
20241213,-33060,+33315,-32865,33175,0,0.00,1117353,37004,0.00,+25100,--18007,--18295,0,0,+10.68,+10.68,+10.68,--18295,--18007,+25100,0.00
20241216,+33380,+33500,-32990,-33090,-85,-0.26,768233,25488,0.00,+34911,--10372,--31994,0,0,+10.44,+10.44,+10.44,--31994,--10372,+34911,0.00
20241217,-33025,-33030,-32625,-32680,-410,-1.24,883460,28973,0.00,+28264,--52068,--183701,0,0,+10.13,+10.13,+10.13,--183701,--52068,+28264,0.00
20241218,+32765,+33230,+32760,+33140,+460,+1.41,786899,25999,0.00,--95505,+116177,--90113,0,0,+10.25,+10.25,+10.25,--90113,+116177,--95505,0.00
20241219,-32295,-32545,-32215,-32370,-770,-2.32,2233428,72404,0.00,+104993,--120195,+14892,0,0,+10.20,+10.20,+10.20,+14892,--120195,+104993,0.00
20241220,-32165,-32195,-31665,-31925,-445,-1.37,1946013,62026,0.00,+18417,--34233,+13872,0,0,+10.23,+10.23,+10.23,+13872,--34233,+18417,0.00
20241223,+32185,+32550,+32065,+32410,+485,+1.52,1888805,61133,0.00,+123482,--224584,+172646,0,0,+10.51,+10.51,+10.51,+172646,--224584,+123482,0.00
20241224,+32580,+32610,-32325,+32465,+55,+0.17,614851,19950,0.02,--8195,+1792,+101903,0,0,+10.50,+10.50,+10.50,+101903,+1792,--8195,0.02
20241226,+32600,+32600,-32260,-32295,-170,-0.52,802753,25987,0.01,+3469,--92440,+88900,+7520,0,+10.54,+10.54,+10.54,+88900,--92440,+3469,0.01
20241227,-32275,+32375,-31925,-32190,-105,-0.33,1836820,59024,0.01,--182741,+215644,--33055,--3600,0,+10.49,+10.49,+10.49,--33055,+215644,--182741,0.01
20241230,-32155,+32495,-31980,-32090,-100,-0.31,1158946,37386,0.01,--113488,+91713,--85270,0,0,+10.42,+10.42,+10.42,--85270,+91713,--113488,0.01
20250102,-31950,+32125,-31770,-32025,-65,-0.20,1706206,54491,0.01,--9875,+36032,--27787,0,0,+10.41,+10.41,+10.41,--27787,+36032,--9875,0.01
20250103,-32000,+32895,-32000,+32665,+640,+2.00,1646209,53712,0.01,--121045,+227032,--94273,0,0,+10.32,+10.32,+10.32,--94273,+227032,--121045,0.01
20250106,+32785,+33445,+32710,+33360,+695,+2.13,2772537,91830,0.02,--82720,+176568,--94172,--13105,0,+10.14,+10.14,+10.14,--94172,+176568,--82720,0.02
20250107,+33690,+33910,+33375,+33385,+25,+0.07,1413695,47553,0.00,--27423,--54483,+96403,0,0,+10.21,+10.21,+10.21,+96403,--54483,--27423,0.00
20250108,-33125,+33880,-33120,+33715,+330,+0.99,2013803,67730,0.01,--147993,+167430,--8148,--349,0,+10.07,+10.07,+10.07,--8148,+167430,--147993,0.01
20250109,-33670,+34025,-33650,-33710,-5,-0.01,3492276,118158,0.00,--39448,+145360,--104152,0,0,+9.69,+9.69,+9.69,--104152,+145360,--39448,0.00
20250110,-33700,+33890,-33530,-33680,-30,-0.09,2400023,80950,0.00,--29932,+8200,+21369,0,0,+9.71,+9.71,+9.71,+21369,+8200,--29932,0.00
20250113,-33495,-33585,-33140,-33225,-455,-1.35,1950707,65021,0.00,+43952,--54498,+10503,0,0,+9.71,+9.71,+9.71,+10503,--54498,+43952,0.00
20250114,+33405,+33455,-33115,+33350,+125,+0.38,1090232,36309,0.00,--7528,+6749,+711,0,0,+9.83,+9.83,+9.83,+711,+6749,--7528,0.00
20250115,+33510,+33750,-33260,-33325,-25,-0.07,1309571,43789,0.00,+30636,--8849,--22292,--3265,0,+9.91,+9.91,+9.91,--22292,--8849,+30636,0.00
20250116,+33815,+33925,+33675,+33790,+465,+1.40,1779591,60123,0.00,--218234,+215445,+24708,0,0,+9.99,+9.99,+9.99,+24708,+215445,--218234,0.00
20250117,-33670,+33815,-33555,-33735,-55,-0.16,1395503,46998,0.00,--672,--52859,+53408,0,0,+10.06,+10.06,+10.06,+53408,--52859,--672,0.00
20250120,+33890,+33905,-33595,-33670,-65,-0.19,1716517,57791,0.00,+38504,--18622,--18979,0,0,+10.09,+10.09,+10.09,--18979,--18622,+38504,0.00
20250121,+33880,+34135,-33500,+33695,+25,+0.07,1509285,50892,0.00,--9010,--25636,--19426,0,0,+10.27,+10.27,+10.27,--19426,--25636,--9010,0.00
20250122,+33930,+34200,+33775,+34090,+395,+1.17,1054682,35856,0.00,--48632,+55937,--7130,0,0,+10.30,+10.30,+10.30,--7130,+55937,--48632,0.00
20250123,-34040,-34040,-33675,-33725,-365,-1.07,1132424,38264,0.00,+40595,--24713,--16905,0,0,+10.31,+10.31,+10.31,--16905,--24713,+40595,0.00
20250124,+33625,+33845,+33550,+33685,+170,+0.51,897300,30235,0.00,+5863,--10500,+4753,+3636,0,+10.38,+10.38,+10.38,+4753,--10500,+5863,0.00
20250131,-33305,-33425,-33075,-33385,-300,-0.89,1742301,57981,0.00,+96554,--126982,+52426,--3636,0,+10.47,+10.47,+10.47,+52426,--126982,+96554,0.00
20250203,-32610,-32665,-32220,-32520,-865,-2.59,3377711,109354,0.01,+216544,--267744,+69879,0,0,+10.59,+10.59,+10.59,+69879,--267744,+216544,0.01
20250204,+32870,+33345,+32740,+32875,+355,+1.09,1597805,52769,0.01,--32359,--186680,+196180,0,0,+11.03,+11.03,+11.03,+196180,--186680,--32359,0.01
20250205,+33245,+33425,+33150,+33275,+400,+1.22,818979,27264,0.02,--56979,--85610,+148815,0,0,+11.21,+11.21,+11.21,+148815,--85610,--56979,0.02
20250206,+33495,+33620,+33335,+33615,+340,+1.02,844247,28288,0.01,--14907,--49329,+63403,0,0,+11.28,+11.28,+11.28,+63403,--49329,--14907,0.01
20250207,+33650,+33650,-33350,-33395,-220,-0.65,1615338,54074,0.01,+33240,+47419,--80643,0,0,+11.05,+11.05,+11.05,--80643,+47419,+33240,0.01
20250210,-33200,+33545,-33060,+33465,+70,+0.21,3788297,126655,0.01,--22218,+793,+21450,0,0,+11.09,+11.09,+11.09,+21450,+793,--22218,0.01
20250211,+33640,+33875,+33525,+33720,+255,+0.76,1140608,38431,0.01,--19778,--58502,+62803,0,0,+11.19,+11.19,+11.19,+62803,--58502,--19778,0.01
20250212,-33635,+33810,-33475,+33780,+60,+0.18,1021977,34433,0.01,--9542,--40722,+49904,--30000,0,+11.24,+11.24,+11.24,+49904,--40722,--9542,0.01
20250213,+33930,+34135,+33860,+34120,+340,+1.01,5076220,172864,0.01,+25368,+350383,--76053,+16415,0,+10.52,+10.52,+10.52,--76053,+350383,+25368,0.01
20250214,+34220,+34480,+34155,+34320,+200,+0.59,1646048,56521,0.01,--47943,+18355,+39124,0,0,+10.54,+10.54,+10.54,+39124,+18355,--47943,0.01
20250217,+34400,+34595,+34350,+34575,+255,+0.74,1452410,50078,0.00,+52527,--173731,+71261,0,0,+10.59,+10.59,+10.59,+71261,--173731,+52527,0.00
20250218,34575,+34875,-34505,+34800,+225,+0.65,1173656,40771,0.00,--28934,--27542,+55674,0,0,+11.05,+11.05,+11.05,+55674,--27542,--28934,0.00
20250219,+34930,+35665,+34930,+35515,+715,+2.05,1549898,55001,0.00,--112733,+108868,+3946,0,0,+10.95,+10.95,+10.95,+3946,+108868,--112733,0.00
20250220,-35440,-35470,-35170,-35230,-285,-0.80,1517458,53570,0.00,+26380,--27478,+10955,0,0,+10.89,+10.89,+10.89,+10955,--27478,+26380,0.00
20250221,+35245,+35275,-35005,+35260,+30,+0.09,988733,34767,0.00,+629,+3650,+243,--25001,0,+10.82,+10.82,+10.82,+243,+3650,+629,0.00
20250224,-34990,-35025,-34795,-35025,-235,-0.67,1248400,43594,0.00,+20894,+11371,--46213,--28000,0,+10.72,+10.72,+10.72,--46213,+11371,+20894,0.00
20250225,-34635,-34965,-34565,-34850,-175,-0.50,1129300,39331,0.00,+11981,--42080,+235771,0,0,+11.08,+11.08,+11.08,+235771,--42080,+11981,0.00
20250226,-34815,+35140,-34660,+35035,+185,+0.53,1005323,35088,0.00,+11397,--40228,+179349,0,0,+11.38,+11.38,+11.38,+179349,--40228,+11397,0.00
20250227,-35015,+35075,-34705,-34885,-150,-0.43,1422902,49653,0.00,+56835,--126505,+79505,--16453,0,+11.51,+11.51,+11.51,+79505,--126505,+56835,0.00
20250228,-34330,-34345,-33605,-33690,-1195,-3.43,6818321,230512,0.00,+269254,+96077,--65602,--5944,0,+11.46,+11.46,+11.46,--65602,+96077,+269254,0.00
20250304,-33500,+33865,-33380,-33630,-60,-0.18,1872966,63012,0.00,+33011,+48484,--428809,0,0,+10.75,+10.75,+10.75,--428809,+48484,+33011,0.00
20250305,+33860,+34075,-33605,+33920,+290,+0.86,2388154,80726,0.01,+9907,+29445,--38495,0,0,+10.74,+10.74,+10.74,--38495,+29445,+9907,0.01
20250306,+34055,+34330,+33985,+34195,+275,+0.81,936413,31989,0.00,+14044,--82336,+73666,0,0,+10.78,+10.78,+10.78,+73666,--82336,+14044,0.00
20250307,-33895,+34220,-33720,-34085,-110,-0.32,1840098,62657,0.00,--1082,--92625,--59859,0,0,+10.66,+10.66,+10.66,--59859,--92625,--1082,0.00
20250310,-33880,+34250,-33820,+34160,+75,+0.22,1303417,44475,0.00,+498,--95415,--19733,--20000,0,+10.61,+10.61,+10.61,--19733,--95415,+498,0.00
20250311,-33345,-33845,-33230,-33755,-405,-1.19,2532999,85035,0.00,+53117,--139388,+86086,0,0,+10.66,+10.66,+10.66,+86086,--139388,+53117,0.00
20250312,+33865,+34370,-33735,+34290,+535,+1.58,1680338,57459,0.00,--20191,--73550,+92826,--10000,0,+10.78,+10.78,+10.78,+92826,--73550,--20191,0.00
20250313,+34580,+34685,-34100,-34115,-175,-0.51,4807282,165220,0.00,+14019,+59161,--186242,0,0,+10.41,+10.41,+10.41,--186242,+59161,+14019,0.00
20250314,+34140,+34420,-34110,+34310,+195,+0.57,1956686,67114,0.00,--19855,--192679,+126613,0,0,+10.47,+10.47,+10.47,+126613,--192679,--19855,0.00
20250317,+34590,+35050,+34590,+34975,+665,+1.94,1718815,60049,0.00,--106559,+191511,--24103,0,0,+10.42,+10.42,+10.42,--24103,+191511,--106559,0.00
20250318,+35360,+35530,+35005,+35080,+105,+0.30,716304,25219,0.00,--20346,--134539,+203582,0,0,+10.85,+10.85,+10.85,+203582,--134539,--20346,0.00
20250319,-35065,+35595,-35065,+35365,+285,+0.81,1999628,70918,0.00,--44364,--26814,+11941,0,0,+10.66,+10.66,+10.66,+11941,--26814,--44364,0.00
20250320,+35630,+35750,+35435,+35615,+250,+0.71,1393642,49685,0.00,--49179,--29643,+3038,--10000,0,+10.68,+10.68,+10.68,+3038,--29643,--49179,0.00
20250321,-35510,+35840,-35460,+35775,+160,+0.45,2261192,80760,0.00,--44707,--1536,+9046,--10000,0,+10.66,+10.66,+10.66,+9046,--1536,--44707,0.00
20250324,-35645,+35880,-35535,-35650,-125,-0.35,1431891,51127,0.00,--7508,--76804,+48829,0,0,+10.72,+10.72,+10.72,+48829,--76804,--7508,0.00
20250325,+35820,+35870,-35420,-35490,-160,-0.45,1861421,66241,0.00,--1042,+20257,--1566,0,0,+10.72,+10.72,+10.72,--1566,+20257,--1042,0.00
20250326,+35635,+35910,+35510,+35795,+305,+0.86,1459711,52192,0.00,--38973,+80995,+1258581,0,0,+12.69,+12.69,+12.69,+1258581,+80995,--38973,0.00
20250327,-35470,-35680,-35325,-35350,-445,-1.24,1605271,56974,0.00,+23728,--92983,+567861,0,0,+13.58,+13.58,+13.58,+567861,--92983,+23728,0.00
20250328,-35230,-35230,-34620,-34775,-575,-1.63,3344494,116392,0.00,+60500,+92980,--103368,--8743,0,+13.36,+13.36,+13.36,--103368,+92980,+60500,0.00
20250331,-34115,-34140,-33705,-33800,-975,-2.80,3770312,127490,0.00,+247529,--244485,+144749,0,0,+13.59,+13.59,+13.59,+144749,--244485,+247529,0.00
20250401,+34035,+34425,+33880,+34300,+500,+1.48,2476484,84695,0.00,--1892,+61882,--1598519,0,0,+11.18,+11.18,+11.18,--1598519,+61882,--1892,0.00
20250402,34300,+34380,-33970,-34105,-195,-0.57,1070616,36558,0.00,+39636,--87779,+45993,0,0,+11.20,+11.20,+11.20,+45993,--87779,+39636,0.00
20250403,-33075,-33730,-33010,-33680,-425,-1.25,3842094,128348,0.01,+260915,--278280,--250287,0,0,+10.67,+10.67,+10.67,--250287,--278280,+260915,0.01
20250404,-33195,+33960,-32955,-33405,-275,-0.82,9249759,308749,0.00,+201277,--154997,--4644,0,0,+10.57,+10.57,+10.57,--4644,--154997,+201277,0.00
20250407,-31545,-31990,-31305,-31480,-1925,-5.76,5489165,173477,0.01,+540009,--569564,+28086,+150000,0,+10.61,+10.61,+10.61,+28086,--569564,+540009,0.01
20250408,+32130,+32135,-31335,-31470,-10,-0.03,2425393,76766,0.01,+99934,--87535,--25216,--5000,0,+10.57,+10.57,+10.57,--25216,--87535,+99934,0.01
20250409,-31375,+31485,-30770,-30930,-540,-1.72,3571369,110900,0.01,+262869,--272092,+8513,0,0,+10.26,+10.26,+10.26,+8513,--272092,+262869,0.01
20250410,+32675,+32855,+32335,+32855,+1925,+6.22,3116582,101578,0.01,--193858,+887667,--30100,0,0,+9.94,+9.94,+9.94,--30100,+887667,--193858,0.01
20250411,-32320,-32745,-32195,-32745,-110,-0.33,2089206,67828,0.01,+4208,--17636,+13231,0,0,+9.93,+9.93,+9.93,+13231,--17636,+4208,0.01
20250414,+32910,+33170,+32855,+32990,+245,+0.75,845071,27887,0.01,--41026,+38190,--284582,0,0,+9.55,+9.55,+9.55,--284582,+38190,--41026,0.01
20250415,+33020,+33370,+33020,+33280,+290,+0.88,1358909,45185,0.01,--53729,+66255,--9487,0,0,+9.54,+9.54,+9.54,--9487,+66255,--53729,0.01
20250416,-33150,-33205,-32760,-32780,-500,-1.50,1131383,37259,0.01,+14445,--34535,--8415,0,0,+9.60,+9.60,+9.60,--8415,--34535,+14445,0.01
20250417,+32860,+33165,+32790,+33110,+330,+1.01,924470,30529,0.01,--19775,+40248,--20427,0,0,+9.50,+9.50,+9.50,--20427,+40248,--19775,0.01
20250418,+33155,+33320,-33050,+33315,+205,+0.62,1148505,38135,0.01,--25833,--18699,+31501,0,0,+9.58,+9.58,+9.58,+31501,--18699,--25833,0.01
20250421,+33365,+33520,-33225,+33370,+55,+0.17,1044013,34815,0.01,--45297,+63118,--152857,0,0,+9.34,+9.34,+9.34,--152857,+63118,--45297,0.01
20250422,-33250,+33425,-33195,-33265,-105,-0.31,894069,29786,0.01,+2682,--50633,+23292,0,0,+9.44,+9.44,+9.44,+23292,--50633,+2682,0.01
